governo,docEmpenho,dataEmpenho,codigoFavorecido,nomeFavorecido,ufFavorecido,codUnidade,unidade,codOrgao,orgao,valorEmpenho,elementoDeDespesa,areaDeAtuacao,especificacaoAreaDeAtuacao,codAcao,acao,codLocalizador,observacaoEmpenho
federal,120090000012024NE000541,07/06/2024,EXW06WZB6,"LOCKHEED MARTIN GLOBAL, INC.DBA LMGI",-8,52111,Comando da Aeronáutica,52000,Ministério da Defesa,437935.68,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"FINALIDADE/OBS. CONFORME RELACAO DE MATERIAL DE CONSUMO CONSTANTE    DA PO NR. 24T000541  - REQ. SP-H7S, CONVITE NR. 240104, DE 03MAI24"
federal,120090000012024NE000542,07/06/2024,EXW06WZB6,"LOCKHEED MARTIN GLOBAL, INC.DBA LMGI",-8,52111,Comando da Aeronáutica,52000,Ministério da Defesa,158428.93,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"FINALIDADE/OBS. CONFORME RELACAO DE MATERIAL DE CONSUMO CONSTANTE    DA PO NR. 24T000542  - REQ. SP-H7S, CONVITE NR. 240104, DE 03MAI24"
federal,120090000012024NE000566,12/06/2024,EXW0W2525,DEPARTMENT OF THE AIR FORCE,-8,52111,Comando da Aeronáutica,52000,Ministério da Defesa,9971274.73,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"FINALIDADE/OBS. CONFORME RELACAO DE MATERIAL DE CONSUMO CONSTANTE    DA PO NR. 24T000566  - REQ. SP-FMS, CONVITE NR. 051403, DE 27JUN05"
federal,120091000012024NE000854,05/06/2024,EXE00117B,EADS CONSTRUCCIONES AERONAUTICAS S.A.,-8,52111,Comando da Aeronáutica,52000,Ministério da Defesa,4289431.59,Outros Serviços de Terceiros - Pessoa Jurídica,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"FINALIDADE/OBS. CONFORME RELACAO DE SERVICO              CONSTANTE DA PO NR. 24E000854  - REQ. GL-CO,   PAG   NR. 190371, DE 27NOV19"
federal,120195000012024NE003249,21/05/2024,11.726.521/0020-00,"TRANSRIO CAMINHOES, ONIBUS, MAQUINAS E MOTORES LTDA",SP,52111,Comando da Aeronáutica,52000,Ministério da Defesa,1580000.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: SDAP - SOLICITACAO SILOMS: 24S3602? FORMALIZACAO CONTRATUAL
federal,120195000012024NE003536,03/06/2024,14.633.154/0002-06,ECO DIAGNOSTICA LTDA,MG,52111,Comando da Aeronáutica,52000,Ministério da Defesa,2700.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3812
federal,120195000012024NE003625,05/06/2024,34.412.925/0001-61,ATHENA COMERCIO DE PRODUTOS ODONTOLOGICOS MEDICOS E HOS,SP,52111,Comando da Aeronáutica,52000,Ministério da Defesa,2774.50,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3927
federal,120195000012024NE003630,05/06/2024,43.330.458/0001-11,MF MEDICAL COMERCIO E MANUTENCAO DE MATERIAIS CIRURGICO,SP,52111,Comando da Aeronáutica,52000,Ministério da Defesa,574.20,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,24S3929
federal,120195000012024NE003632,05/06/2024,43.330.458/0001-11,MF MEDICAL COMERCIO E MANUTENCAO DE MATERIAIS CIRURGICO,SP,52111,Comando da Aeronáutica,52000,Ministério da Defesa,0.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE003632 EMITIDO EM 05/06/2024 COMPRA: 12019505000292023 - UASG MINUTA: 120195.
federal,120195000012024NE003635,05/06/2024,43.352.606/0001-07,MORETI DISTRIBUIDORA DE PRODUTOS MEDICOS E ODONTOLOGICO,PR,52111,Comando da Aeronáutica,52000,Ministério da Defesa,540.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,24S3924
federal,120195000012024NE003636,05/06/2024,02.482.141/0001-13,DENTAL BONSUCESSO PRODUTOS ODONTOLOGICOS LTDA,RJ,52111,Comando da Aeronáutica,52000,Ministério da Defesa,906.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3926
federal,120195000012024NE003642,05/06/2024,44.572.364/0001-11,MCL COMERCIO E IMPORTACAO DE PRODUTOS HOSPITALARES LTDA,RJ,52111,Comando da Aeronáutica,52000,Ministério da Defesa,250.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3928
federal,120195000012024NE003643,05/06/2024,31.890.783/0001-50,RIO MEIER COMERCIO DE MATERIAIS ODONTO-HOSPITALARES LTD,RJ,52111,Comando da Aeronáutica,52000,Ministério da Defesa,1375.48,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,24S3925
federal,120195000012024NE003813,11/06/2024,11.088.993/0001-11,"TATA COMERCIO DE EQUIPAMENTOS PARA SAUDE, ODONTO-MEDICO",PR,52111,Comando da Aeronáutica,52000,Ministério da Defesa,11180.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S4036
federal,120195000012024NE003814,11/06/2024,04.709.243/0001-54,"BS EQUIPAMENTOS, INDUSTRIA E COMERCIO LTDA",MG,52111,Comando da Aeronáutica,52000,Ministério da Defesa,6420.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S4037
federal,120195000012024NE003820,11/06/2024,15.045.108/0001-78,TRAMA E TELA INDUSTRIA E COMERCIO DE MOVEIS LTDA,MG,52111,Comando da Aeronáutica,52000,Ministério da Defesa,1380.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,24S4033
federal,120195000012024NE003821,11/06/2024,39.422.495/0001-82,MEDSUPPLIES EQUIPAMENTOS MEDICOS LTDA,SP,52111,Comando da Aeronáutica,52000,Ministério da Defesa,64295.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,24S4035
federal,120195000012024NE003822,11/06/2024,30.323.616/0001-64,QUICKBUM E-COMMERCE LTDA,PR,52111,Comando da Aeronáutica,52000,Ministério da Defesa,27930.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,24S4182
federal,120195000012024NE003823,11/06/2024,04.339.229/0001-06,INTER QUALITY REPRESENTACOES LTDA,RJ,52111,Comando da Aeronáutica,52000,Ministério da Defesa,18550.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,24S4180
federal,120195000012024NE003824,11/06/2024,07.626.776/0001-60,CIRURGICA SAO FELIPE PRODUTOS PARA SAUDE LTDA,PR,52111,Comando da Aeronáutica,52000,Ministério da Defesa,1280.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,24S4177
federal,120195000012024NE003825,11/06/2024,18.031.325/0001-05,I. S. COSTA CENTRAL TELEMEDICINA LTDA,GO,52111,Comando da Aeronáutica,52000,Ministério da Defesa,4410.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S4181
federal,120195000012024NE003828,12/06/2024,05.439.635/0004-56,ANTIBIOTICOS DO BRASIL LTDA.,SC,52111,Comando da Aeronáutica,52000,Ministério da Defesa,1600.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3983
federal,120195000012024NE003831,12/06/2024,46.440.212/0001-90,BRAXTER HOSPITALAR LTDA,RJ,52111,Comando da Aeronáutica,52000,Ministério da Defesa,2419.20,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3955
federal,120195000012024NE003832,12/06/2024,46.440.212/0001-90,BRAXTER HOSPITALAR LTDA,RJ,52111,Comando da Aeronáutica,52000,Ministério da Defesa,5436.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3981
federal,120195000012024NE003833,12/06/2024,27.764.200/0001-77,C B DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA,RJ,52111,Comando da Aeronáutica,52000,Ministério da Defesa,200.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3991
federal,120195000012024NE003835,12/06/2024,12.418.191/0001-95,CONQUISTA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSP,SC,52111,Comando da Aeronáutica,52000,Ministério da Defesa,440.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3986
federal,120195000012024NE003836,12/06/2024,33.375.370/0001-62,MAPMED PRODUTOS HOSPITALARES LTDA,SP,52111,Comando da Aeronáutica,52000,Ministério da Defesa,28000.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,24S4034
federal,120195000012024NE003839,12/06/2024,07.752.236/0001-23,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HO,RS,52111,Comando da Aeronáutica,52000,Ministério da Defesa,2316.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,24S3966
federal,120195000012024NE003840,12/06/2024,36.958.637/0001-32,MEDKA DISTRIBUIDORA HOSPITALAR LTDA,RJ,52111,Comando da Aeronáutica,52000,Ministério da Defesa,150.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,24S3957
federal,120195000012024NE003842,12/06/2024,36.325.157/0001-34,COSTA CAMARGO COM. DE PRODUTOS HOSPITALARES LTDA,ES,52111,Comando da Aeronáutica,52000,Ministério da Defesa,2580.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3963
federal,120195000012024NE003843,12/06/2024,36.958.637/0001-32,MEDKA DISTRIBUIDORA HOSPITALAR LTDA,RJ,52111,Comando da Aeronáutica,52000,Ministério da Defesa,810.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,24S3984
federal,120195000012024NE003844,12/06/2024,44.734.671/0022-86,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,SP,52111,Comando da Aeronáutica,52000,Ministério da Defesa,1390.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3961
federal,120195000012024NE003846,12/06/2024,44.734.671/0022-86,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,SP,52111,Comando da Aeronáutica,52000,Ministério da Defesa,3040.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3964
federal,120195000012024NE003847,12/06/2024,42.496.258/0001-70,METTA FARMACEUTICA LTDA,PR,52111,Comando da Aeronáutica,52000,Ministério da Defesa,1000.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,24S3960
federal,120195000012024NE003849,12/06/2024,42.496.258/0001-70,METTA FARMACEUTICA LTDA,PR,52111,Comando da Aeronáutica,52000,Ministério da Defesa,175.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,24S3985
federal,120195000012024NE003853,12/06/2024,08.778.201/0001-26,DROGAFONTE LTDA,PE,52111,Comando da Aeronáutica,52000,Ministério da Defesa,2574.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3962
federal,120195000012024NE003856,12/06/2024,00.085.822/0001-12,ESPECIFARMA COM DE MEDICAMENTOS E PRO HOSPITALARES LTDA,RJ,52111,Comando da Aeronáutica,52000,Ministério da Defesa,3310.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3959
federal,120195000012024NE003857,12/06/2024,00.085.822/0001-12,ESPECIFARMA COM DE MEDICAMENTOS E PRO HOSPITALARES LTDA,RJ,52111,Comando da Aeronáutica,52000,Ministério da Defesa,1542.50,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3982
federal,120195000012024NE003859,12/06/2024,28.911.309/0001-52,ESPIRITO SANTO DISTRIBUIDORA DE PRODUTOS HOSPITALARES L,ES,52111,Comando da Aeronáutica,52000,Ministério da Defesa,2658.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3990
federal,120195000012024NE003861,12/06/2024,31.504.080/0001-46,ESTEVIA DISTRIBUIDORA DE MEDICAMENTOS LTDA,RJ,52111,Comando da Aeronáutica,52000,Ministério da Defesa,982.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL: HAAF SOLICITACAO 24S3956
federal,120195000012024NE003863,12/06/2024,31.504.080/0001-46,ESTEVIA DISTRIBUIDORA DE MEDICAMENTOS LTDA,RJ,52111,Comando da Aeronáutica,52000,Ministério da Defesa,390.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3968
federal,120195000012024NE003864,12/06/2024,81.706.251/0001-98,PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,PR,52111,Comando da Aeronáutica,52000,Ministério da Defesa,131.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,24S3988
federal,120195000012024NE003866,12/06/2024,44.639.493/0001-80,EUGIA PHARMA INDUSTRIA FARMACEUTICA LIMITADA,GO,52111,Comando da Aeronáutica,52000,Ministério da Defesa,331.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3665
federal,120195000012024NE003867,12/06/2024,14.905.502/0001-76,EXCLUSIVA DISTRIBUIDORA DE MEDICAMENTOS LTDA,RS,52111,Comando da Aeronáutica,52000,Ministério da Defesa,748.80,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,APL.: HAAF SOLICITACAO 24S3959
